League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,1,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,https://fbref.com/en/players/5f09991f/matchlogs/2019-2020/summary/Patrick-van-Aanholt-Match-Logs
EPL,2019-2020,2,Max Aarons,eng ENG,DF,Norwich City,19,2000,https://fbref.com/en/players/774cf58b/matchlogs/2019-2020/summary/Max-Aarons-Match-Logs
EPL,2019-2020,3,Tammy Abraham,eng ENG,FW,Chelsea,21,1997,https://fbref.com/en/players/f586779e/matchlogs/2019-2020/summary/Tammy-Abraham-Match-Logs
EPL,2019-2020,4,Che Adams,sco SCO,FW,Southampton,23,1996,https://fbref.com/en/players/f2bf1b0f/matchlogs/2019-2020/summary/Che-Adams-Match-Logs
EPL,2019-2020,5,Adrián,es ESP,GK,Liverpool,32,1987,https://fbref.com/en/players/f76e6b4e/matchlogs/2019-2020/summary/Adrian-Match-Logs
EPL,2019-2020,6,Sergio Agüero,ar ARG,FW,Manchester City,31,1988,https://fbref.com/en/players/4d034881/matchlogs/2019-2020/summary/Sergio-Aguero-Match-Logs
EPL,2019-2020,7,Albian Ajeti,ch SUI,"MF,FW",West Ham,22,1997,https://fbref.com/en/players/2b1c4abd/matchlogs/2019-2020/summary/Albian-Ajeti-Match-Logs
EPL,2019-2020,8,Nathan Aké,nl NED,DF,Bournemouth,24,1995,https://fbref.com/en/players/eaeca114/matchlogs/2019-2020/summary/Nathan-Ake-Match-Logs
EPL,2019-2020,9,Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,https://fbref.com/en/players/b827d5b3/matchlogs/2019-2020/summary/Marc-Albrighton-Match-Logs
EPL,2019-2020,10,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,https://fbref.com/en/players/f7d50789/matchlogs/2019-2020/summary/Toby-Alderweireld-Match-Logs
EPL,2019-2020,11,Trent Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,https://fbref.com/en/players/cd1acf9d/matchlogs/2019-2020/summary/Trent-Alexander-Arnold-Match-Logs
EPL,2019-2020,12,Alisson,br BRA,GK,Liverpool,26,1992,https://fbref.com/en/players/7a2e46a8/matchlogs/2019-2020/summary/Alisson-Match-Logs
EPL,2019-2020,13,Dele Alli,eng ENG,"MF,FW",Tottenham,23,1996,https://fbref.com/en/players/cea4ee8f/matchlogs/2019-2020/summary/Dele-Alli-Match-Logs
EPL,2019-2020,14,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,25,1994,https://fbref.com/en/players/862a1c15/matchlogs/2019-2020/summary/Miguel-Almiron-Match-Logs
EPL,2019-2020,15,Marcos Alonso,es ESP,DF,Chelsea,28,1990,https://fbref.com/en/players/f4290206/matchlogs/2019-2020/summary/Marcos-Alonso-Match-Logs
EPL,2019-2020,16,Steven Alzate,co COL,"MF,DF",Brighton,20,1998,https://fbref.com/en/players/ad1f61f3/matchlogs/2019-2020/summary/Steven-Alzate-Match-Logs
EPL,2019-2020,17,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,26,1993,https://fbref.com/en/players/9260926b/matchlogs/2019-2020/summary/Ibrahim-Amadou-Match-Logs
EPL,2019-2020,18,Felipe Anderson,br BRA,"MF,FW",West Ham,26,1993,https://fbref.com/en/players/9f1893b9/matchlogs/2019-2020/summary/Felipe-Anderson-Match-Logs
EPL,2019-2020,19,Florin Andone,ro ROU,"MF,FW",Brighton,26,1993,https://fbref.com/en/players/dc008610/matchlogs/2019-2020/summary/Florin-Andone-Match-Logs
EPL,2019-2020,20,Angeliño,es ESP,DF,Manchester City,22,1997,https://fbref.com/en/players/30941e96/matchlogs/2019-2020/summary/Angelino-Match-Logs
EPL,2019-2020,21,Faustino Anjorin,eng ENG,FW,Chelsea,17,2001,https://fbref.com/en/players/b105919e/matchlogs/2019-2020/summary/Faustino-Anjorin-Match-Logs
EPL,2019-2020,22,Michail Antonio,eng ENG,FW,West Ham,29,1990,https://fbref.com/en/players/ac05f970/matchlogs/2019-2020/summary/Michail-Antonio-Match-Logs
EPL,2019-2020,23,Stuart Armstrong,sco SCO,MF,Southampton,27,1992,https://fbref.com/en/players/97333cf5/matchlogs/2019-2020/summary/Stuart-Armstrong-Match-Logs
EPL,2019-2020,24,Kepa Arrizabalaga,es ESP,GK,Chelsea,24,1994,https://fbref.com/en/players/28d596a0/matchlogs/2019-2020/summary/Kepa-Arrizabalaga-Match-Logs
EPL,2019-2020,25,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,27,1992,https://fbref.com/en/players/8816329f/matchlogs/2019-2020/summary/Christian-Atsu-Match-Logs
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,26,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,30,1989,https://fbref.com/en/players/d5dd5f1f/matchlogs/2019-2020/summary/Pierre-Emerick-Aubameyang-Match-Logs
EPL,2019-2020,27,Serge Aurier,ci CIV,DF,Tottenham,26,1992,https://fbref.com/en/players/5c2b4f07/matchlogs/2019-2020/summary/Serge-Aurier-Match-Logs
EPL,2019-2020,28,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,27,1991,https://fbref.com/en/players/da052c14/matchlogs/2019-2020/summary/Jordan-Ayew-Match-Logs
EPL,2019-2020,29,César Azpilicueta,es ESP,DF,Chelsea,29,1989,https://fbref.com/en/players/53cad200/matchlogs/2019-2020/summary/Cesar-Azpilicueta-Match-Logs
EPL,2019-2020,30,Eric Bailly,ci CIV,DF,Manchester Utd,25,1994,https://fbref.com/en/players/a1232f4e/matchlogs/2019-2020/summary/Eric-Bailly-Match-Logs
EPL,2019-2020,31,Leighton Baines,eng ENG,DF,Everton,34,1984,https://fbref.com/en/players/b18095b6/matchlogs/2019-2020/summary/Leighton-Baines-Match-Logs
EPL,2019-2020,32,Fabián Balbuena,py PAR,DF,West Ham,27,1991,https://fbref.com/en/players/3626f7d9/matchlogs/2019-2020/summary/Fabian-Balbuena-Match-Logs
EPL,2019-2020,33,George Baldock,eng ENG,DF,Sheffield Utd,26,1993,https://fbref.com/en/players/394854c4/matchlogs/2019-2020/summary/George-Baldock-Match-Logs
EPL,2019-2020,34,Phil Bardsley,sco SCO,DF,Burnley,34,1985,https://fbref.com/en/players/1ae30132/matchlogs/2019-2020/summary/Phil-Bardsley-Match-Logs
EPL,2019-2020,35,Ross Barkley,eng ENG,MF,Chelsea,25,1993,https://fbref.com/en/players/3a24769f/matchlogs/2019-2020/summary/Ross-Barkley-Match-Logs
EPL,2019-2020,36,Ashley Barnes,eng ENG,FW,Burnley,29,1989,https://fbref.com/en/players/2691c772/matchlogs/2019-2020/summary/Ashley-Barnes-Match-Logs
EPL,2019-2020,37,Harvey Barnes,eng ENG,"MF,FW",Leicester City,21,1997,https://fbref.com/en/players/3ea50f67/matchlogs/2019-2020/summary/Harvey-Barnes-Match-Logs
EPL,2019-2020,38,Chris Basham,eng ENG,DF,Sheffield Utd,31,1988,https://fbref.com/en/players/1aa84968/matchlogs/2019-2020/summary/Chris-Basham-Match-Logs
EPL,2019-2020,39,Borja Bastón,es ESP,"MF,FW",Aston Villa,26,1992,https://fbref.com/en/players/8c44e37b/matchlogs/2019-2020/summary/Borja-Baston-Match-Logs
EPL,2019-2020,40,Michy Batshuayi,be BEL,FW,Chelsea,25,1993,https://fbref.com/en/players/2973d8ff/matchlogs/2019-2020/summary/Michy-Batshuayi-Match-Logs
EPL,2019-2020,41,Jan Bednarek,pl POL,DF,Southampton,23,1996,https://fbref.com/en/players/4115ce4e/matchlogs/2019-2020/summary/Jan-Bednarek-Match-Logs
EPL,2019-2020,42,Héctor Bellerín,es ESP,DF,Arsenal,24,1995,https://fbref.com/en/players/f874dd44/matchlogs/2019-2020/summary/Hector-Bellerin-Match-Logs
EPL,2019-2020,43,Ryan Bennett,eng ENG,DF,Wolves,29,1990,https://fbref.com/en/players/0bad4516/matchlogs/2019-2020/summary/Ryan-Bennett-Match-Logs
EPL,2019-2020,44,Ryan Bennett,eng ENG,DF,Leicester City,29,1990,https://fbref.com/en/players/0bad4516/matchlogs/2019-2020/summary/Ryan-Bennett-Match-Logs
EPL,2019-2020,45,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,https://fbref.com/en/players/3189f61a/matchlogs/2019-2020/summary/Nabil-Bentaleb-Match-Logs
EPL,2019-2020,46,Christian Benteke,be BEL,FW,Crystal Palace,28,1990,https://fbref.com/en/players/ab070c55/matchlogs/2019-2020/summary/Christian-Benteke-Match-Logs
EPL,2019-2020,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,28,1990,https://fbref.com/en/players/f72293fc/matchlogs/2019-2020/summary/Johann-Berg-Gudmundsson-Match-Logs
EPL,2019-2020,48,Sander Berge,no NOR,MF,Sheffield Utd,21,1998,https://fbref.com/en/players/d0b6129f/matchlogs/2019-2020/summary/Sander-Berge-Match-Logs
EPL,2019-2020,49,Steven Bergwijn,nl NED,"FW,MF",Tottenham,21,1997,https://fbref.com/en/players/a29b1131/matchlogs/2019-2020/summary/Steven-Bergwijn-Match-Logs
EPL,2019-2020,50,Bernard,br BRA,"MF,FW",Everton,26,1992,https://fbref.com/en/players/ab4b3e35/matchlogs/2019-2020/summary/Bernard-Match-Logs
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,51,Bernardo,br BRA,DF,Brighton,24,1995,https://fbref.com/en/players/17370b95/matchlogs/2019-2020/summary/Bernardo-Match-Logs
EPL,2019-2020,52,Ryan Bertrand,eng ENG,DF,Southampton,29,1989,https://fbref.com/en/players/01226327/matchlogs/2019-2020/summary/Ryan-Bertrand-Match-Logs
EPL,2019-2020,53,Muhamed Bešić,ba BIH,MF,Sheffield Utd,26,1992,https://fbref.com/en/players/7ca9f0f0/matchlogs/2019-2020/summary/Muhamed-Besic-Match-Logs
EPL,2019-2020,54,Philip Billing,dk DEN,MF,Bournemouth,23,1996,https://fbref.com/en/players/d328a254/matchlogs/2019-2020/summary/Philip-Billing-Match-Logs
EPL,2019-2020,55,Yves Bissouma,ml MLI,MF,Brighton,22,1996,https://fbref.com/en/players/6c203af0/matchlogs/2019-2020/summary/Yves-Bissouma-Match-Logs
EPL,2019-2020,56,Willy Boly,ci CIV,DF,Wolves,28,1991,https://fbref.com/en/players/a4ac4b8f/matchlogs/2019-2020/summary/Willy-Boly-Match-Logs
EPL,2019-2020,57,Gaëtan Bong,cm CMR,"MF,DF",Brighton,31,1988,https://fbref.com/en/players/cfd5e123/matchlogs/2019-2020/summary/Gaetan-Bong-Match-Logs
EPL,2019-2020,58,Sofiane Boufal,ma MAR,"MF,FW",Southampton,25,1993,https://fbref.com/en/players/b0c71810/matchlogs/2019-2020/summary/Sofiane-Boufal-Match-Logs
EPL,2019-2020,59,Jarrod Bowen,eng ENG,FW,West Ham,22,1996,https://fbref.com/en/players/79c84d1c/matchlogs/2019-2020/summary/Jarrod-Bowen-Match-Logs
EPL,2019-2020,60,Robbie Brady,ie IRL,MF,Burnley,27,1992,https://fbref.com/en/players/96bb8cc2/matchlogs/2019-2020/summary/Robbie-Brady-Match-Logs
EPL,2019-2020,61,Jarrad Branthwaite,eng ENG,DF,Everton,17,2002,https://fbref.com/en/players/c1949191/matchlogs/2019-2020/summary/Jarrad-Branthwaite-Match-Logs
EPL,2019-2020,62,Claudio Bravo,cl CHI,GK,Manchester City,36,1983,https://fbref.com/en/players/10072610/matchlogs/2019-2020/summary/Claudio-Bravo-Match-Logs
EPL,2019-2020,63,Armando Broja,al ALB,FW,Chelsea,17,2001,https://fbref.com/en/players/97220da2/matchlogs/2019-2020/summary/Armando-Broja-Match-Logs
EPL,2019-2020,64,David Brooks,wal WAL,MF,Bournemouth,22,1997,https://fbref.com/en/players/dc4cae05/matchlogs/2019-2020/summary/David-Brooks-Match-Logs
EPL,2019-2020,65,Josh Brownhill,eng ENG,MF,Burnley,23,1995,https://fbref.com/en/players/47369df8/matchlogs/2019-2020/summary/Josh-Brownhill-Match-Logs
EPL,2019-2020,66,Emi Buendía,ar ARG,"FW,MF",Norwich City,22,1996,https://fbref.com/en/players/66b76d44/matchlogs/2019-2020/summary/Emi-Buendia-Match-Logs
EPL,2019-2020,67,Dan Burn,eng ENG,DF,Brighton,27,1992,https://fbref.com/en/players/b2d31e83/matchlogs/2019-2020/summary/Dan-Burn-Match-Logs
EPL,2019-2020,68,Sam Byram,eng ENG,DF,Norwich City,25,1993,https://fbref.com/en/players/1bf811d4/matchlogs/2019-2020/summary/Sam-Byram-Match-Logs
EPL,2019-2020,69,Willy Caballero,ar ARG,GK,Chelsea,37,1981,https://fbref.com/en/players/a179d516/matchlogs/2019-2020/summary/Willy-Caballero-Match-Logs
EPL,2019-2020,70,Gary Cahill,eng ENG,DF,Crystal Palace,33,1985,https://fbref.com/en/players/7914b9fe/matchlogs/2019-2020/summary/Gary-Cahill-Match-Logs
EPL,2019-2020,71,Dominic Calvert-Lewin,eng ENG,FW,Everton,22,1997,https://fbref.com/en/players/59e6e5bf/matchlogs/2019-2020/summary/Dominic-Calvert-Lewin-Match-Logs
EPL,2019-2020,72,Víctor Camarasa,es ESP,MF,Crystal Palace,25,1994,https://fbref.com/en/players/b2d03887/matchlogs/2019-2020/summary/Victor-Camarasa-Match-Logs
EPL,2019-2020,73,João Cancelo,pt POR,DF,Manchester City,25,1994,https://fbref.com/en/players/bd6351cd/matchlogs/2019-2020/summary/Joao-Cancelo-Match-Logs
EPL,2019-2020,74,Todd Cantwell,eng ENG,"FW,MF",Norwich City,21,1998,https://fbref.com/en/players/f63d8a4b/matchlogs/2019-2020/summary/Todd-Cantwell-Match-Logs
EPL,2019-2020,75,Étienne Capoue,fr FRA,MF,Watford,31,1988,https://fbref.com/en/players/5acc4a10/matchlogs/2019-2020/summary/Etienne-Capoue-Match-Logs
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,76,Andy Carroll,eng ENG,FW,Newcastle Utd,30,1989,https://fbref.com/en/players/b581987a/matchlogs/2019-2020/summary/Andy-Carroll-Match-Logs
EPL,2019-2020,77,Jonny Castro,es ESP,DF,Wolves,25,1994,https://fbref.com/en/players/e28868f3/matchlogs/2019-2020/summary/Jonny-Castro-Match-Logs
EPL,2019-2020,78,Craig Cathcart,nir NIR,DF,Watford,30,1989,https://fbref.com/en/players/89e4b358/matchlogs/2019-2020/summary/Craig-Cathcart-Match-Logs
EPL,2019-2020,79,Dani Ceballos,es ESP,MF,Arsenal,22,1996,https://fbref.com/en/players/c0617e2b/matchlogs/2019-2020/summary/Dani-Ceballos-Match-Logs
EPL,2019-2020,80,Nathaniel Chalobah,eng ENG,MF,Watford,24,1994,https://fbref.com/en/players/422862ea/matchlogs/2019-2020/summary/Nathaniel-Chalobah-Match-Logs
EPL,2019-2020,81,Calum Chambers,eng ENG,DF,Arsenal,24,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2019-2020/summary/Calum-Chambers-Match-Logs
EPL,2019-2020,82,Ben Chilwell,eng ENG,DF,Leicester City,22,1996,https://fbref.com/en/players/d2424d1b/matchlogs/2019-2020/summary/Ben-Chilwell-Match-Logs
EPL,2019-2020,83,Tahith Chong,nl NED,"FW,MF",Manchester Utd,19,1999,https://fbref.com/en/players/2696b6a9/matchlogs/2019-2020/summary/Tahith-Chong-Match-Logs
EPL,2019-2020,84,Hamza Choudhury,eng ENG,MF,Leicester City,21,1997,https://fbref.com/en/players/7d2d3329/matchlogs/2019-2020/summary/Hamza-Choudhury-Match-Logs
EPL,2019-2020,85,Andreas Christensen,dk DEN,DF,Chelsea,23,1996,https://fbref.com/en/players/1cb49278/matchlogs/2019-2020/summary/Andreas-Christensen-Match-Logs
EPL,2019-2020,86,Ciaran Clark,ie IRL,DF,Newcastle Utd,29,1989,https://fbref.com/en/players/2b91cf8e/matchlogs/2019-2020/summary/Ciaran-Clark-Match-Logs
EPL,2019-2020,87,Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,34,1985,https://fbref.com/en/players/91c975a0/matchlogs/2019-2020/summary/Leon-Clarke-Match-Logs
EPL,2019-2020,88,Tom Cleverley,eng ENG,MF,Watford,29,1989,https://fbref.com/en/players/6cdd8245/matchlogs/2019-2020/summary/Tom-Cleverley-Match-Logs
EPL,2019-2020,89,Conor Coady,eng ENG,DF,Wolves,26,1993,https://fbref.com/en/players/2928dca2/matchlogs/2019-2020/summary/Conor-Coady-Match-Logs
EPL,2019-2020,90,Séamus Coleman,ie IRL,DF,Everton,30,1988,https://fbref.com/en/players/0420d84f/matchlogs/2019-2020/summary/Seamus-Coleman-Match-Logs
EPL,2019-2020,91,Aaron Connolly,ie IRL,FW,Brighton,19,2000,https://fbref.com/en/players/27c01749/matchlogs/2019-2020/summary/Aaron-Connolly-Match-Logs
EPL,2019-2020,92,Lewis Cook,eng ENG,MF,Bournemouth,22,1997,https://fbref.com/en/players/2afc7272/matchlogs/2019-2020/summary/Lewis-Cook-Match-Logs
EPL,2019-2020,93,Steve Cook,eng ENG,DF,Bournemouth,28,1991,https://fbref.com/en/players/3e5e4e63/matchlogs/2019-2020/summary/Steve-Cook-Match-Logs
EPL,2019-2020,94,Jack Cork,eng ENG,MF,Burnley,30,1989,https://fbref.com/en/players/74e12f1e/matchlogs/2019-2020/summary/Jack-Cork-Match-Logs
EPL,2019-2020,95,Aaron Cresswell,eng ENG,DF,West Ham,29,1989,https://fbref.com/en/players/4f974391/matchlogs/2019-2020/summary/Aaron-Cresswell-Match-Logs
EPL,2019-2020,96,Patrick Cutrone,it ITA,FW,Wolves,21,1998,https://fbref.com/en/players/a4fe8cda/matchlogs/2019-2020/summary/Patrick-Cutrone-Match-Logs
EPL,2019-2020,97,Diogo Dalot,pt POR,DF,Manchester Utd,20,1999,https://fbref.com/en/players/d9565625/matchlogs/2019-2020/summary/Diogo-Dalot-Match-Logs
EPL,2019-2020,98,Charlie Daniels,eng ENG,DF,Bournemouth,32,1986,https://fbref.com/en/players/9d107085/matchlogs/2019-2020/summary/Charlie-Daniels-Match-Logs
EPL,2019-2020,99,Scott Dann,eng ENG,DF,Crystal Palace,32,1987,https://fbref.com/en/players/52105203/matchlogs/2019-2020/summary/Scott-Dann-Match-Logs
EPL,2019-2020,100,Kevin Danso,at AUT,DF,Southampton,20,1998,https://fbref.com/en/players/6e33125f/matchlogs/2019-2020/summary/Kevin-Danso-Match-Logs
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,101,Ben Davies,wal WAL,DF,Tottenham,26,1993,https://fbref.com/en/players/44781702/matchlogs/2019-2020/summary/Ben-Davies-Match-Logs
EPL,2019-2020,102,Tom Davies,eng ENG,MF,Everton,21,1998,https://fbref.com/en/players/9228b07c/matchlogs/2019-2020/summary/Tom-Davies-Match-Logs
EPL,2019-2020,103,Keinan Davis,eng ENG,FW,Aston Villa,21,1998,https://fbref.com/en/players/9deaf2c8/matchlogs/2019-2020/summary/Keinan-Davis-Match-Logs
EPL,2019-2020,104,Craig Dawson,eng ENG,DF,Watford,29,1990,https://fbref.com/en/players/3e9e06cb/matchlogs/2019-2020/summary/Craig-Dawson-Match-Logs
EPL,2019-2020,105,Kevin De Bruyne,be BEL,MF,Manchester City,28,1991,https://fbref.com/en/players/e46012d4/matchlogs/2019-2020/summary/Kevin-De-Bruyne-Match-Logs
EPL,2019-2020,106,Troy Deeney,eng ENG,FW,Watford,31,1988,https://fbref.com/en/players/82e34b69/matchlogs/2019-2020/summary/Troy-Deeney-Match-Logs
EPL,2019-2020,107,Fabian Delph,eng ENG,MF,Everton,29,1989,https://fbref.com/en/players/111c3236/matchlogs/2019-2020/summary/Fabian-Delph-Match-Logs
EPL,2019-2020,108,Leander Dendoncker,be BEL,"MF,DF",Wolves,24,1995,https://fbref.com/en/players/5a7301ae/matchlogs/2019-2020/summary/Leander-Dendoncker-Match-Logs
EPL,2019-2020,109,Gerard Deulofeu,es ESP,FW,Watford,25,1994,https://fbref.com/en/players/39583cfd/matchlogs/2019-2020/summary/Gerard-Deulofeu-Match-Logs
EPL,2019-2020,110,Eric Dier,eng ENG,"DF,MF",Tottenham,25,1994,https://fbref.com/en/players/ac861941/matchlogs/2019-2020/summary/Eric-Dier-Match-Logs
EPL,2019-2020,111,Lucas Digne,fr FRA,DF,Everton,26,1993,https://fbref.com/en/players/1b84dbe1/matchlogs/2019-2020/summary/Lucas-Digne-Match-Logs
EPL,2019-2020,112,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,https://fbref.com/en/players/e06683ca/matchlogs/2019-2020/summary/Virgil-van-Dijk-Match-Logs
EPL,2019-2020,113,Issa Diop,fr FRA,DF,West Ham,22,1997,https://fbref.com/en/players/a712ca2b/matchlogs/2019-2020/summary/Issa-Diop-Match-Logs
EPL,2019-2020,114,Moussa Djenepo,ml MLI,"MF,DF",Southampton,21,1998,https://fbref.com/en/players/254147d4/matchlogs/2019-2020/summary/Moussa-Djenepo-Match-Logs
EPL,2019-2020,115,Matt Doherty,ie IRL,DF,Wolves,27,1992,https://fbref.com/en/players/d557d734/matchlogs/2019-2020/summary/Matt-Doherty-Match-Logs
EPL,2019-2020,116,Abdoulaye Doucouré,fr FRA,MF,Watford,26,1993,https://fbref.com/en/players/02b29014/matchlogs/2019-2020/summary/Abdoulaye-Doucoure-Match-Logs
EPL,2019-2020,117,Thomas Doyle,eng ENG,"MF,FW",Manchester City,17,2001,https://fbref.com/en/players/5526deb1/matchlogs/2019-2020/summary/Thomas-Doyle-Match-Logs
EPL,2019-2020,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,https://fbref.com/en/players/2649ff32/matchlogs/2019-2020/summary/Danny-Drinkwater-Match-Logs
EPL,2019-2020,119,Danny Drinkwater,eng ENG,MF,Burnley,29,1990,https://fbref.com/en/players/2649ff32/matchlogs/2019-2020/summary/Danny-Drinkwater-Match-Logs
EPL,2019-2020,120,Josip Drmić,ch SUI,"FW,MF",Norwich City,26,1992,https://fbref.com/en/players/15ea94de/matchlogs/2019-2020/summary/Josip-Drmic-Match-Logs
EPL,2019-2020,121,Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,https://fbref.com/en/players/3a949a25/matchlogs/2019-2020/summary/Martin-Dubravka-Match-Logs
EPL,2019-2020,122,Ondrej Duda,sk SVK,MF,Norwich City,24,1994,https://fbref.com/en/players/79ca3e23/matchlogs/2019-2020/summary/Ondrej-Duda-Match-Logs
EPL,2019-2020,123,Shane Duffy,ie IRL,DF,Brighton,27,1992,https://fbref.com/en/players/7314bba4/matchlogs/2019-2020/summary/Shane-Duffy-Match-Logs
EPL,2019-2020,124,Paul Dummett,wal WAL,DF,Newcastle Utd,27,1991,https://fbref.com/en/players/3fe6bd8c/matchlogs/2019-2020/summary/Paul-Dummett-Match-Logs
EPL,2019-2020,125,Lewis Dunk,eng ENG,DF,Brighton,27,1991,https://fbref.com/en/players/282f75f3/matchlogs/2019-2020/summary/Lewis-Dunk-Match-Logs
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2019-2020,126,Ederson,br BRA,GK,Manchester City,25,1993,https://fbref.com/en/players/3bb7b8b4/matchlogs/2019-2020/summary/Ederson-Match-Logs
EPL,2019-2020,127,John Egan,ie IRL,DF,Sheffield Utd,26,1992,https://fbref.com/en/players/debe38a0/matchlogs/2019-2020/summary/John-Egan-Match-Logs
EPL,2019-2020,128,Harvey Elliot,eng ENG,DF,Liverpool,16,2003,https://fbref.com/en/players/c8387671/matchlogs/2019-2020/summary/Harvey-Elliot-Match-Logs
EPL,2019-2020,129,Ahmed Elmohamady,eg EGY,DF,Aston Villa,31,1987,https://fbref.com/en/players/615ef733/matchlogs/2019-2020/summary/Ahmed-Elmohamady-Match-Logs
EPL,2019-2020,130,Björn Engels,be BEL,DF,Aston Villa,24,1994,https://fbref.com/en/players/4fdf1fd9/matchlogs/2019-2020/summary/Bjorn-Engels-Match-Logs
EPL,2019-2020,131,Christian Eriksen,dk DEN,"MF,FW",Tottenham,27,1992,https://fbref.com/en/players/980522ec/matchlogs/2019-2020/summary/Christian-Eriksen-Match-Logs
