0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
205,Danny Ings,eng ENG,FW,Southampton,28-275,1992,25,23,"1,913",21.3,10,4,8,2,2,1,0,0.47,0.19,0.66,0.38,0.56,7.3,5.7,2.5,8.2,0.34,0.12,0.46,0.27,0.39,Matches
206,Branislav Ivanović,rs SRB,DF,West Brom,37-061,1984,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matches
207,Alex Iwobi,ng NGA,"FW,DF",Everton,24-356,1996,27,16,"1,417",15.7,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,1.0,1.0,1.8,2.8,0.06,0.11,0.17,0.06,0.17,Matches
208,Phil Jagielka,eng ENG,DF,Sheffield Utd,38-250,1982,9,6,518,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,27-256,1993,15,2,272,3.0,0,1,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,1.2,1.2,1.8,3.0,0.38,0.60,0.98,0.38,0.98,Matches
210,Daniel James,wal WAL,FW,Manchester Utd,23-165,1997,13,9,746,8.3,3,0,3,0,0,3,0,0.36,0.00,0.36,0.36,0.36,1.9,1.9,0.9,2.7,0.23,0.10,0.33,0.23,0.33,Matches
211,Reece James,eng ENG,DF,Chelsea,21-137,1999,26,20,"1,918",21.3,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,1.4,1.4,2.7,4.1,0.06,0.13,0.19,0.06,0.19,Matches
212,Alexandre Jankewitz,ch SUI,MF,Southampton,19-120,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
213,Gabriel Jesus,br BRA,FW,Manchester City,24-021,1997,24,18,"1,706",19.0,8,3,8,0,0,1,0,0.42,0.16,0.58,0.42,0.58,7.5,7.5,2.9,10.4,0.39,0.15,0.55,0.39,0.55,Matches
214,Raúl Jiménez,mx MEX,FW,Wolves,29-354,1991,10,10,823,9.1,4,0,4,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,3.1,0.26,0.08,0.34,0.26,0.34,Matches
215,Joelinton,br BRA,"FW,MF",Newcastle Utd,24-253,1996,26,20,"1,771",19.7,3,2,3,0,0,3,0,0.15,0.10,0.25,0.15,0.25,4.6,4.6,2.1,6.7,0.23,0.10,0.34,0.23,0.34,Matches
216,Ben Johnson,eng ENG,DF,West Ham,21-090,2000,13,5,515,5.7,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.2,0.6,0.06,0.04,0.10,0.06,0.10,Matches
217,Sam Johnstone,eng ENG,GK,West Brom,28-030,1993,31,31,"2,790",31.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
218,Curtis Jones,eng ENG,MF,Liverpool,20-084,2001,20,12,"1,089",12.1,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,1.4,1.4,1.1,2.5,0.11,0.09,0.20,0.11,0.20,Matches
219,Jorginho,it ITA,MF,Chelsea,29-125,1991,23,19,"1,658",18.4,6,1,0,6,8,1,0,0.33,0.05,0.38,0.00,0.05,6.2,0.1,1.6,1.8,0.34,0.09,0.43,0.01,0.10,Matches
220,Willian José,br BRA,FW,Wolves,29-152,1991,12,11,883,9.8,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,1.7,1.7,0.5,2.2,0.17,0.05,0.22,0.17,0.22,Matches
221,Diogo Jota,pt POR,FW,Liverpool,24-141,1996,15,9,903,10.0,8,0,8,0,0,2,0,0.80,0.00,0.80,0.80,0.80,4.6,4.6,1.5,6.2,0.46,0.15,0.61,0.46,0.61,Matches
222,James Justin,eng ENG,DF,Leicester City,23-060,1998,23,23,"2,070",23.0,2,1,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,1.6,1.6,1.6,3.2,0.07,0.07,0.14,0.07,0.14,Matches
223,Ozan Kabak,tr TUR,DF,Liverpool,21-030,2000,8,8,711,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
224,Aboubakar Kamara,mr MTN,"FW,DF",Fulham,26-048,1995,11,2,315,3.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.11,0.11,0.22,0.11,0.22,Matches
225,Harry Kane,eng ENG,FW,Tottenham,27-270,1993,30,30,"2,632",29.2,21,13,17,4,4,1,0,0.72,0.44,1.16,0.58,1.03,17.3,14.3,6.5,20.8,0.59,0.22,0.81,0.49,0.71,Matches
226,N'Golo Kanté,fr FRA,MF,Chelsea,30-026,1991,26,21,"1,933",21.5,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,1.0,1.9,0.04,0.05,0.09,0.04,0.09,Matches
227,Moise Kean,it ITA,FW,Everton,21-055,2000,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
228,Michael Keane,eng ENG,DF,Everton,28-103,1993,30,28,"2,541",28.2,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07,Matches
229,Neeskens Kebano,cd COD,"FW,MF",Fulham,29-045,1992,5,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.22,0.00,0.22,0.22,0.22,Matches
230,Naby Keïta,gn GUI,MF,Liverpool,26-073,1995,10,7,520,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23,Matches
231,Caoimhín Kelleher,ie IRL,GK,Liverpool,22-152,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
232,Jonjoe Kenny,eng ENG,DF,Everton,24-040,1997,4,1,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Reda Khadra,de GER,FW,Brighton,19-294,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
234,Max Kilman,eng ENG,DF,Wolves,23-336,1997,15,12,"1,121",12.5,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.5,0.9,0.03,0.04,0.08,0.03,0.08,Matches
235,Joshua King,no NOR,"MF,FW",Everton,29-099,1992,9,0,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.26,0.00,0.26,0.26,0.26,Matches
236,Mateusz Klich,pl POL,MF,Leeds United,30-315,1990,31,25,"2,120",23.6,3,5,1,2,2,6,0,0.13,0.21,0.34,0.04,0.25,2.9,1.4,3.6,5.0,0.12,0.15,0.28,0.06,0.21,Matches
237,Robin Koch,de GER,DF,Leeds United,24-281,1996,14,11,938,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.06,0.02,0.08,0.06,0.08,Matches
238,Sead Kolašinac,ba BIH,DF,Arsenal,27-308,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
239,Terence Kongolo,nl NED,DF,Fulham,27-069,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
240,Ezri Konsa,eng ENG,DF,Aston Villa,23-183,1997,29,28,"2,566",28.5,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,0.0,1.7,0.06,0.00,0.06,0.06,0.06,Matches
241,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-124,1989,29,28,"2,493",27.7,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.2,0.9,0.03,0.01,0.03,0.03,0.03,Matches
242,Mateo Kovačić,hr CRO,MF,Chelsea,26-353,1994,25,20,"1,691",18.8,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,1.8,2.7,0.05,0.09,0.14,0.05,0.14,Matches
243,Emil Krafth,se SWE,DF,Newcastle Utd,26-265,1994,12,10,946,10.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.05,0.01,0.05,Matches
244,Filip Krovinović,hr CRO,MF,West Brom,25-238,1995,11,5,546,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09,Matches
245,Alexandre Lacazette,fr FRA,FW,Arsenal,29-331,1991,28,22,"1,868",20.8,13,2,10,3,3,3,0,0.63,0.10,0.72,0.48,0.58,9.7,7.4,2.7,10.1,0.47,0.13,0.60,0.36,0.49,Matches
246,Adam Lallana,eng ENG,"MF,FW",Brighton,32-349,1988,26,15,"1,395",15.5,1,1,1,0,0,0,0,0.06,0.06,0.13,0.06,0.13,2.3,2.3,2.8,5.1,0.15,0.18,0.33,0.15,0.33,Matches
247,Érik Lamela,ar ARG,"FW,MF",Tottenham,29-051,1992,21,5,680,7.6,1,0,1,0,0,6,1,0.13,0.00,0.13,0.13,0.13,1.2,1.2,0.9,2.1,0.16,0.12,0.28,0.16,0.28,Matches
248,Tariq Lamptey,eng ENG,DF,Brighton,20-206,2000,11,11,886,9.8,1,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,1.7,0.06,0.11,0.17,0.06,0.17,Matches
249,Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-068,1993,14,3,412,4.6,1,1,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44,1.1,1.1,0.8,2.0,0.25,0.18,0.43,0.25,0.43,Matches
250,Aymeric Laporte,fr FRA,DF,Manchester City,26-332,1994,14,12,"1,164",12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.03,0.02,0.04,0.03,0.04,Matches
251,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-164,1993,19,19,"1,625",18.1,2,0,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.0,1.0,0.05,0.00,0.06,0.05,0.06,Matches
252,Maxime Le Marchand,fr FRA,DF,Fulham,31-195,1989,2,1,123,1.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
253,Mario Lemina,ga GAB,MF,Fulham,27-235,1993,25,16,"1,446",16.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.8,1.7,0.05,0.05,0.11,0.05,0.11,Matches
254,Bernd Leno,de GER,GK,Arsenal,29-051,1992,31,31,"2,771",30.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
255,Khanya Leshabela,za RSA,MF,Leicester City,21-218,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
256,Jamal Lewis,nir NIR,DF,Newcastle Utd,23-089,1998,23,20,"1,830",20.3,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.6,1.8,0.01,0.08,0.09,0.01,0.09,Matches
257,Victor Lindelöf,se SWE,DF,Manchester Utd,26-281,1994,25,25,"2,225",24.7,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,0.5,1.2,0.03,0.02,0.05,0.03,0.05,Matches
258,Jesse Lingard,eng ENG,"MF,FW",West Ham,28-130,1992,10,10,881,9.8,9,3,8,1,2,2,0,0.92,0.31,1.23,0.82,1.12,4.6,2.9,0.5,3.4,0.47,0.05,0.52,0.30,0.35,Matches
259,Jake Livermore,eng ENG,MF,West Brom,31-161,1989,17,15,"1,226",13.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches
260,Diego Llorente,es ESP,DF,Leeds United,27-251,1993,10,9,811,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.6,1.2,0.07,0.06,0.14,0.07,0.14,Matches
261,Hugo Lloris,fr FRA,GK,Tottenham,34-119,1986,33,33,"2,970",33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
262,Giovani Lo Celso,ar ARG,MF,Tottenham,25-015,1996,15,8,729,8.1,1,1,1,0,0,5,0,0.12,0.12,0.25,0.12,0.25,1.0,1.0,1.1,2.0,0.12,0.13,0.25,0.12,0.25,Matches
263,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,25-091,1996,27,21,"1,819",20.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,3.1,3.1,1.4,4.4,0.15,0.07,0.22,0.15,0.22,Matches
264,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-091,1996,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
265,Kevin Long,ie IRL,DF,Burnley,30-249,1990,8,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
266,Shane Long,ie IRL,"FW,MF",Southampton,34-092,1987,11,1,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
267,Matthew Longstaff,eng ENG,MF,Newcastle Utd,21-034,2000,5,4,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
268,Sean Longstaff,eng ENG,MF,Newcastle Utd,23-176,1997,16,12,"1,101",12.2,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,0.8,1.9,0.09,0.06,0.15,0.09,0.15,Matches
269,Ademola Lookman,eng ENG,"FW,MF",Fulham,23-186,1997,29,27,"2,388",26.5,4,4,4,0,1,4,0,0.15,0.15,0.30,0.15,0.30,5.1,4.3,4.5,8.8,0.19,0.17,0.36,0.16,0.33,Matches
270,Max Lowe,eng ENG,DF,Sheffield Utd,23-348,1997,8,7,550,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches
271,Matthew Lowton,eng ENG,DF,Burnley,31-319,1989,28,28,"2,520",28.0,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.5,0.5,1.6,2.1,0.02,0.06,0.07,0.02,0.07,Matches
272,David Luiz,br BRA,DF,Arsenal,34-002,1987,19,16,"1,344",14.9,1,0,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.4,1.3,0.06,0.03,0.09,0.06,0.09,Matches
273,Douglas Luiz,br BRA,MF,Aston Villa,22-350,1998,27,27,"2,352",26.1,0,2,0,0,0,9,1,0.00,0.08,0.08,0.00,0.08,1.4,1.4,1.3,2.7,0.05,0.05,0.10,0.05,0.10,Matches
274,John Lundstram,eng ENG,MF,Sheffield Utd,27-065,1994,26,23,"2,011",22.3,0,2,0,0,1,8,1,0.00,0.09,0.09,0.00,0.09,2.0,1.3,1.2,2.5,0.09,0.05,0.15,0.06,0.11,Matches
275,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-121,1998,17,11,926,10.3,1,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,1.0,1.0,1.9,2.8,0.09,0.18,0.28,0.09,0.28,Matches
276,James Maddison,eng ENG,"MF,FW",Leicester City,24-152,1996,25,19,"1,718",19.1,8,5,8,0,0,4,0,0.42,0.26,0.68,0.42,0.68,3.7,3.7,4.3,8.0,0.19,0.22,0.42,0.19,0.42,Matches
277,Harry Maguire,eng ENG,DF,Manchester Utd,28-050,1993,32,32,"2,880",32.0,2,1,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,1.8,1.8,0.3,2.1,0.06,0.01,0.06,0.06,0.06,Matches
278,Riyad Mahrez,dz ALG,FW,Manchester City,30-062,1991,25,21,"1,795",19.9,9,4,9,0,0,0,0,0.45,0.20,0.65,0.45,0.65,5.4,5.4,5.5,10.9,0.27,0.28,0.55,0.27,0.55,Matches
279,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-238,1997,11,5,490,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
280,Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-238,1997,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.04,0.04,0.08,0.04,0.08,Matches
281,Josh Maja,ng NGA,FW,Fulham,22-118,1998,11,8,651,7.2,3,0,2,1,1,0,0,0.41,0.00,0.41,0.28,0.28,4.7,3.9,0.9,4.9,0.65,0.13,0.78,0.54,0.67,Matches
282,Sadio Mané,sn SEN,FW,Liverpool,29-014,1992,29,26,"2,345",26.1,8,5,8,0,0,3,0,0.31,0.19,0.50,0.31,0.50,12.8,12.8,4.0,16.8,0.49,0.15,0.64,0.49,0.64,Matches
283,Javier Manquillo,es ESP,DF,Newcastle Utd,26-354,1994,13,10,825,9.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.00,0.03,0.03,0.00,0.03,Matches
284,Fernando Marçal,br BRA,DF,Wolves,32-064,1989,12,7,615,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
285,Solly March,eng ENG,DF,Brighton,26-278,1994,21,19,"1,672",18.6,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,3.4,0.09,0.09,0.18,0.09,0.18,Matches
286,Pablo Marí,es ESP,DF,Arsenal,27-236,1993,9,9,810,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
287,Anthony Martial,fr FRA,FW,Manchester Utd,25-140,1995,22,17,"1,480",16.4,4,3,4,0,0,0,1,0.24,0.18,0.43,0.24,0.43,6.5,6.5,2.0,8.5,0.40,0.12,0.51,0.40,0.51,Matches
288,Martinelli,br BRA,FW,Arsenal,19-310,2001,10,5,422,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,2.5,2.5,0.9,3.4,0.56,0.20,0.76,0.56,0.76,Matches
289,Emiliano Martínez,ar ARG,GK,Aston Villa,28-234,1992,31,31,"2,790",31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
290,Arthur Masuaku,cd COD,"DF,FW",West Ham,27-168,1993,12,12,"1,006",11.2,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.9,2.2,0.03,0.17,0.19,0.03,0.19,Matches
291,Juan Mata,es ESP,FW,Manchester Utd,32-361,1988,7,4,338,3.8,0,2,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,0.3,0.3,0.8,1.2,0.09,0.22,0.31,0.09,0.31,Matches
292,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-300,1997,5,2,184,2.0,1,0,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0.2,0.2,0.0,0.2,0.10,0.01,0.11,0.10,0.11,Matches
293,Nemanja Matić,rs SRB,MF,Manchester Utd,32-266,1988,16,10,916,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Matches
294,Joël Matip,cm CMR,DF,Liverpool,29-259,1991,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,1.7,0.08,0.14,0.22,0.08,0.22,Matches
295,Neal Maupay,fr FRA,"FW,MF",Brighton,24-253,1996,30,26,"2,243",24.9,8,2,5,3,4,1,0,0.32,0.08,0.40,0.20,0.28,11.1,8.1,3.4,11.5,0.45,0.14,0.58,0.33,0.46,Matches
296,James McArthur,sco SCO,MF,Crystal Palace,33-199,1987,18,17,"1,466",16.3,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matches
297,Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-324,1996,23,12,"1,324",14.7,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,3.1,3.1,1.1,4.1,0.21,0.07,0.28,0.21,0.28,Matches
298,Alex McCarthy,eng ENG,GK,Southampton,31-142,1989,26,26,"2,340",26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,James McCarthy,ie IRL,MF,Crystal Palace,30-163,1990,12,7,573,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
300,John McGinn,sco SCO,MF,Aston Villa,26-188,1994,30,30,"2,700",30.0,2,5,2,0,0,7,0,0.07,0.17,0.23,0.07,0.23,1.9,1.9,2.4,4.4,0.06,0.08,0.15,0.06,0.15,Matches
301,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-146,1987,29,22,"1,865",20.7,6,1,6,0,0,6,0,0.29,0.05,0.34,0.29,0.34,5.3,5.3,1.2,6.5,0.26,0.06,0.31,0.26,0.31,Matches
302,Dwight McNeil,eng ENG,MF,Burnley,21-153,1999,30,28,"2,587",28.7,2,3,2,0,0,1,0,0.07,0.10,0.17,0.07,0.17,1.0,1.0,4.6,5.5,0.03,0.16,0.19,0.03,0.19,Matches
303,Scott McTominay,sco SCO,MF,Manchester Utd,24-137,1996,28,20,"1,798",20.0,4,1,4,0,0,2,0,0.20,0.05,0.25,0.20,0.25,1.8,1.8,0.9,2.7,0.09,0.04,0.13,0.09,0.13,Matches
304,Ben Mee,eng ENG,DF,Burnley,31-213,1989,25,25,"2,243",24.9,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.1,1.6,0.06,0.01,0.06,0.06,0.06,Matches
305,Benjamin Mendy,fr FRA,DF,Manchester City,26-281,1994,10,9,767,8.5,2,0,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
306,Edouard Mendy,sn SEN,GK,Chelsea,29-054,1992,26,26,"2,340",26.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Nampalys Mendy,sn SEN,MF,Leicester City,28-305,1992,21,15,"1,375",15.3,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matches
