0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
411,Romaine Sawyers,kn SKN,MF,West Brom,29-173,1991,19,17,"1,487",16.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
412,Dane Scarlett,eng ENG,FW,Tottenham,17-031,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,Fabian Schär,ch SUI,DF,Newcastle Utd,29-125,1991,16,13,"1,210",13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
414,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-122,1992,20,12,"1,081",12.0,2,3,2,0,0,2,0,0.17,0.25,0.42,0.17,0.42,1.4,1.4,1.4,2.7,0.12,0.11,0.23,0.12,0.23,Matches
415,Kasper Schmeichel,dk DEN,GK,Leicester City,34-170,1986,32,32,"2,880",32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
416,Nélson Semedo,pt POR,DF,Wolves,27-159,1993,29,29,"2,566",28.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,1.0,2.4,0.05,0.04,0.08,0.05,0.08,Matches
417,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-198,1999,13,3,461,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches
418,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-196,1991,13,5,524,5.8,0,2,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,2.9,3.3,0.06,0.50,0.57,0.06,0.57,Matches
419,Billy Sharp,eng ENG,FW,Sheffield Utd,35-078,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0.00,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.40,0.15,0.22,Matches
420,Luke Shaw,eng ENG,DF,Manchester Utd,25-286,1995,28,26,"2,294",25.5,1,5,1,0,0,7,0,0.04,0.20,0.24,0.04,0.24,0.5,0.5,4.5,5.0,0.02,0.18,0.20,0.02,0.20,Matches
421,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29-056,1992,24,23,"2,077",23.1,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,1.8,1.8,2.0,3.8,0.08,0.09,0.16,0.08,0.16,Matches
422,Shola Shoretire,eng ENG,FW,Manchester Utd,17-081,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
423,Gylfi Sigurðsson,is ISL,MF,Everton,31-228,1989,30,19,"1,834",20.4,6,4,3,3,3,1,0,0.29,0.20,0.49,0.15,0.34,5.1,2.8,4.1,6.9,0.26,0.21,0.47,0.14,0.35,Matches
424,Bernardo Silva,pt POR,"MF,FW",Manchester City,26-257,1994,24,22,"1,899",21.1,2,6,2,0,0,4,0,0.09,0.28,0.38,0.09,0.38,2.8,2.8,3.6,6.4,0.13,0.17,0.30,0.13,0.30,Matches
425,Fábio Silva,pt POR,FW,Wolves,18-279,2002,26,6,895,9.9,3,1,2,1,1,2,0,0.30,0.10,0.40,0.20,0.30,4.4,3.7,0.4,4.1,0.45,0.04,0.49,0.37,0.41,Matches
426,Thiago Silva,br BRA,DF,Chelsea,36-214,1984,18,18,"1,485",16.5,2,0,2,0,0,5,1,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.05,0.02,0.07,0.05,0.07,Matches
427,Moussa Sissoko,fr FRA,MF,Tottenham,31-251,1989,24,15,"1,583",17.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
428,Islam Slimani,dz ALG,FW,Leicester City,32-310,1988,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.19,0.13,0.32,0.19,0.32,Matches
429,William Smallbone,ie IRL,MF,Southampton,21-062,2000,3,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
430,Emile Smith-Rowe,eng ENG,"MF,FW",Arsenal,20-270,2000,16,14,"1,125",12.5,0,4,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,1.1,1.1,2.8,3.9,0.09,0.24,0.34,0.09,0.34,Matches
431,Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-229,1987,8,6,526,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matches
432,Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-229,1987,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
433,Cédric Soares,pt POR,DF,Arsenal,29-236,1991,10,8,746,8.3,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13,Matches
434,Tomáš Souček,cz CZE,MF,West Ham,26-056,1995,32,32,"2,879",32.0,9,1,9,0,0,6,1,0.28,0.03,0.31,0.28,0.31,7.2,7.2,1.5,8.7,0.23,0.05,0.27,0.23,0.27,Matches
435,Çağlar Söyüncü,tr TUR,DF,Leicester City,24-336,1996,17,13,"1,279",14.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
436,Zack Steffen,us USA,GK,Manchester City,26-022,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
437,Dale Stephens,eng ENG,MF,Burnley,31-316,1989,7,3,261,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
438,Jack Stephens,eng ENG,DF,Southampton,27-087,1994,13,12,"1,087",12.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.03,0.03,0.06,0.03,0.06,Matches
439,Raheem Sterling,eng ENG,FW,Manchester City,26-137,1994,27,24,"2,176",24.2,9,6,9,0,1,2,0,0.37,0.25,0.62,0.37,0.62,10.3,9.5,4.0,13.5,0.42,0.16,0.59,0.39,0.56,Matches
440,Enda Stevens,ie IRL,DF,Sheffield Utd,30-289,1990,24,24,"2,160",24.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.9,1.9,0.04,0.04,0.08,0.04,0.08,Matches
441,John Stones,eng ENG,DF,Manchester City,26-331,1994,20,20,"1,753",19.5,4,0,4,0,0,0,1,0.21,0.00,0.21,0.21,0.21,2.2,2.2,0.1,2.3,0.11,0.00,0.12,0.11,0.12,Matches
442,Pascal Struijk,nl NED,"DF,MF",Leeds United,21-256,1999,21,18,"1,648",18.3,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.8,1.8,0.1,1.9,0.10,0.00,0.10,0.10,0.10,Matches
443,Japhet Tanganga,eng ENG,DF,Tottenham,22-024,1999,4,4,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
444,Matt Targett,eng ENG,DF,Aston Villa,25-218,1995,31,31,"2,774",30.8,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.2,0.2,2.1,2.3,0.01,0.07,0.07,0.01,0.07,Matches
445,James Tarkowski,eng ENG,DF,Burnley,28-156,1992,30,30,"2,700",30.0,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.8,1.8,0.7,2.5,0.06,0.02,0.08,0.06,0.08,Matches
446,Percy Tau,za RSA,"FW,MF",Brighton,26-346,1994,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
447,Sidnei Tavares,pt POR,MF,Leicester City,19-207,2001,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
448,Charlie Taylor,eng ENG,DF,Burnley,27-218,1993,23,22,"1,886",21.0,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.1,1.1,0.00,0.05,0.05,0.00,0.05,Matches
449,Neil Taylor,wal WAL,DF,Aston Villa,32-076,1989,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
450,Allan Tchaptchet,fr FRA,DF,Southampton,19-124,2001,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
451,Nathan Tella,eng ENG,"FW,MF",Southampton,21-293,1999,13,4,535,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.09,0.04,0.13,0.09,0.13,Matches
452,Alex Telles,br BRA,DF,Manchester Utd,28-130,1992,7,6,510,5.7,0,2,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.8,1.0,0.02,0.15,0.17,0.02,0.17,Matches
453,Kenny Tete,nl NED,DF,Fulham,25-197,1995,18,15,"1,246",13.8,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.5,1.6,0.01,0.11,0.12,0.01,0.12,Matches
454,Luke Thomas,eng ENG,DF,Leicester City,19-318,2001,8,7,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.03,0.04,0.02,0.04,Matches
455,Youri Tielemans,be BEL,MF,Leicester City,23-352,1997,32,31,"2,817",31.3,6,3,4,2,2,6,0,0.19,0.10,0.29,0.13,0.22,3.8,2.3,2.3,4.6,0.12,0.07,0.19,0.07,0.15,Matches
456,Kieran Tierney,sco SCO,DF,Arsenal,23-323,1997,23,23,"2,014",22.4,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,0.4,0.4,3.7,4.1,0.02,0.17,0.18,0.02,0.18,Matches
457,James Tomkins,eng ENG,DF,Crystal Palace,32-026,1989,5,4,388,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
458,Fikayo Tomori,eng ENG,DF,Chelsea,23-126,1997,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
459,Ferrán Torres,es ESP,FW,Manchester City,21-054,2000,19,11,"1,025",11.4,3,2,3,0,0,1,0,0.26,0.18,0.44,0.26,0.44,4.2,4.2,1.5,5.7,0.37,0.13,0.50,0.37,0.50,Matches
460,Cenk Tosun,tr TUR,FW,Everton,29-321,1991,5,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.25,0.25,0.00,0.25,Matches
461,Andros Townsend,eng ENG,"MF,FW",Crystal Palace,29-282,1991,28,20,"1,820",20.2,1,4,1,0,0,0,0,0.05,0.20,0.25,0.05,0.25,1.6,1.6,2.5,4.1,0.08,0.12,0.20,0.08,0.20,Matches
462,Conor Townsend,eng ENG,DF,West Brom,28-051,1993,19,19,"1,694",18.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.3,1.9,0.03,0.07,0.10,0.03,0.10,Matches
463,Adama Traoré,es ESP,FW,Wolves,25-089,1996,31,23,"2,233",24.8,1,2,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,1.6,1.6,4.6,6.2,0.06,0.19,0.25,0.06,0.25,Matches
464,Bertrand Traoré,bf BFA,FW,Aston Villa,25-230,1995,29,22,"1,756",19.5,5,4,5,0,0,0,0,0.26,0.21,0.46,0.26,0.46,4.9,4.9,2.4,7.3,0.25,0.12,0.37,0.25,0.37,Matches
465,Trézéguet,eg EGY,FW,Aston Villa,26-205,1994,21,12,"1,166",13.0,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2.0,5.8,0.29,0.16,0.45,0.29,0.45,Matches
466,Leandro Trossard,be BEL,"FW,MF",Brighton,26-141,1994,29,25,"2,200",24.4,4,5,4,0,0,2,0,0.16,0.20,0.37,0.16,0.37,4.3,4.3,3.8,8.2,0.18,0.16,0.33,0.18,0.33,Matches
467,Kostas Tsimikas,gr GRE,DF,Liverpool,24-347,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
468,Axel Tuanzebe,eng ENG,DF,Manchester Utd,23-161,1997,6,1,134,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
469,Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23-284,1997,9,1,281,3.1,0,2,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65,Matches
470,Yan Valery,fr FRA,"DF,MF",Southampton,22-061,1999,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27,Matches
471,Jamie Vardy,eng ENG,FW,Leicester City,34-103,1987,28,25,"2,311",25.7,13,8,7,6,7,1,0,0.51,0.31,0.82,0.27,0.58,16.5,11.2,4.7,16.0,0.64,0.18,0.83,0.44,0.62,Matches
472,Joël Veltman,nl NED,DF,Brighton,29-099,1992,26,23,"2,101",23.3,1,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,1.1,1.1,1.0,2.2,0.05,0.04,0.09,0.05,0.09,Matches
473,Jannik Vestergaard,dk DEN,DF,Southampton,28-264,1992,24,23,"2,115",23.5,3,0,3,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.6,2.4,0.08,0.02,0.10,0.08,0.10,Matches
474,Rúben Vinagre,pt POR,DF,Wolves,22-015,1999,2,1,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
475,Carlos Vinícius,br BRA,FW,Tottenham,26-030,1995,9,3,308,3.4,1,0,1,0,0,2,0,0.29,0.00,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.40,0.03,0.43,0.40,0.43,Matches
476,João Virgínia,pt POR,GK,Everton,21-196,1999,1,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
477,Vitinha,pt POR,"MF,FW",Wolves,21-070,2000,14,2,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.4,0.4,0.3,0.7,0.13,0.09,0.23,0.13,0.23,Matches
478,Jake Vokins,eng ENG,DF,Southampton,21-038,2000,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.22,0.22,0.00,0.22,Matches
479,Matěj Vydra,cz CZE,FW,Burnley,28-358,1992,22,11,"1,049",11.7,3,1,3,0,0,0,0,0.26,0.09,0.34,0.26,0.34,4.5,4.5,1.2,5.7,0.39,0.10,0.49,0.39,0.49,Matches
480,Theo Walcott,eng ENG,"MF,FW",Southampton,32-039,1989,18,18,"1,461",16.2,2,3,2,0,0,0,0,0.12,0.18,0.31,0.12,0.31,2.9,2.9,1.1,4.1,0.18,0.07,0.25,0.18,0.25,Matches
481,Theo Walcott,eng ENG,FW,Everton,32-039,1989,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
482,Kyle Walker,eng ENG,DF,Manchester City,30-331,1990,22,20,"1,766",19.6,1,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,0.2,0.2,0.5,0.8,0.01,0.03,0.04,0.01,0.04,Matches
483,Kyle Walker-Peters,eng ENG,DF,Southampton,24-011,1997,24,24,"2,136",23.7,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.02,0.03,0.05,0.02,0.05,Matches
484,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-149,1997,30,30,"2,700",30.0,2,2,2,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.9,0.9,1.8,2.7,0.03,0.06,0.09,0.03,0.09,Matches
485,Joel Ward,eng ENG,DF,Crystal Palace,31-177,1989,19,18,"1,626",18.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
486,James Ward-Prowse,eng ENG,MF,Southampton,26-174,1994,32,32,"2,880",32.0,7,6,5,2,3,5,0,0.22,0.19,0.41,0.16,0.34,4.1,1.8,3.2,5.0,0.13,0.10,0.23,0.06,0.16,Matches
487,Ollie Watkins,eng ENG,FW,Aston Villa,25-115,1995,31,31,"2,790",31.0,12,4,11,1,2,2,0,0.39,0.13,0.52,0.35,0.48,13.0,11.5,3.4,14.9,0.42,0.11,0.53,0.37,0.48,Matches
488,Caleb Watts,au AUS,"MF,FW",Southampton,19-098,2002,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
489,Adam Webster,eng ENG,DF,Brighton,26-110,1995,23,23,"2,054",22.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.04,0.01,0.05,0.04,0.05,Matches
490,Danny Welbeck,eng ENG,FW,Brighton,30-149,1990,19,12,"1,171",13.0,4,1,4,0,1,0,0,0.31,0.08,0.38,0.31,0.38,5.6,4.9,1.4,6.2,0.43,0.10,0.54,0.37,0.48,Matches
491,Timo Werner,de GER,FW,Chelsea,25-049,1996,30,24,"2,157",24.0,5,6,5,0,0,0,0,0.21,0.25,0.46,0.21,0.46,9.7,9.7,4.3,14.0,0.41,0.18,0.59,0.41,0.59,Matches
492,Ashley Westwood,eng ENG,MF,Burnley,31-023,1990,32,32,"2,870",31.9,1,3,1,0,0,6,0,0.03,0.09,0.13,0.03,0.13,0.5,0.5,4.3,4.8,0.01,0.14,0.15,0.01,0.15,Matches
493,Ben White,eng ENG,"DF,MF",Brighton,23-198,1997,31,31,"2,741",30.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2,0.02,0.02,0.04,0.02,0.04,Matches
494,Georginio Wijnaldum,nl NED,MF,Liverpool,30-164,1990,32,29,"2,518",28.0,2,0,2,0,0,1,0,0.07,0.00,0.07,0.07,0.07,2.9,2.9,1.4,4.4,0.11,0.05,0.16,0.11,0.16,Matches
495,Brandon Williams,eng ENG,DF,Manchester Utd,20-233,2000,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
496,Neco Williams,wal WAL,DF,Liverpool,20-011,2001,5,3,248,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.10,0.13,0.03,0.13,Matches
497,Rhys Williams,eng ENG,DF,Liverpool,20-080,2001,4,2,218,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.08,0.09,0.02,0.09,Matches
498,Willian,br BRA,"FW,MF",Arsenal,32-258,1988,23,14,"1,226",13.6,0,5,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,2.0,2.0,2.0,4.0,0.14,0.15,0.29,0.14,0.29,Matches
499,Joe Willock,eng ENG,MF,Newcastle Utd,21-247,1999,9,7,611,6.8,3,0,3,0,0,0,0,0.44,0.00,0.44,0.44,0.44,1.5,1.5,0.7,2.2,0.22,0.10,0.33,0.22,0.33,Matches
500,Joe Willock,eng ENG,MF,Arsenal,21-247,1999,7,2,238,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.17,0.02,0.18,0.17,0.18,Matches
501,Callum Wilson,eng ENG,FW,Newcastle Utd,29-056,1992,23,21,"1,873",20.8,10,5,6,4,4,2,0,0.48,0.24,0.72,0.29,0.53,9.6,6.6,1.6,8.2,0.46,0.08,0.54,0.31,0.39,Matches
502,Harry Winks,eng ENG,MF,Tottenham,25-081,1996,11,7,655,7.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.04,0.04,0.00,0.04,Matches
503,Chris Wood,nz NZL,FW,Burnley,29-138,1991,27,26,"2,237",24.9,7,2,6,1,1,0,0,0.28,0.08,0.36,0.24,0.32,9.7,9.0,1.8,10.8,0.39,0.07,0.46,0.36,0.43,Matches
504,Granit Xhaka,ch SUI,"MF,DF",Arsenal,28-209,1992,28,27,"2,329",25.9,1,2,1,0,0,6,1,0.04,0.08,0.12,0.04,0.12,0.7,0.7,1.3,2.0,0.03,0.05,0.08,0.03,0.08,Matches
505,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31-183,1989,14,1,357,4.0,0,1,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,1.0,1.4,0.11,0.24,0.35,0.11,0.35,Matches
506,DeAndre Yedlin,us USA,DF,Newcastle Utd,27-289,1993,6,5,436,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
507,Okay Yokuşlu,tr TUR,MF,West Brom,27-046,1994,10,9,799,8.9,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,0.6,1.3,0.07,0.07,0.14,0.07,0.14,Matches
508,Wilfried Zaha,ci CIV,FW,Crystal Palace,28-165,1992,23,22,"1,982",22.0,9,2,7,2,2,4,0,0.41,0.09,0.50,0.32,0.41,6.2,4.7,2.4,7.1,0.28,0.11,0.39,0.21,0.32,Matches
509,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25-159,1995,31,24,"2,210",24.6,0,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,1.5,1.5,2.0,3.5,0.06,0.08,0.14,0.06,0.14,Matches
510,Andi Zeqiri,ch SUI,"DF,FW",Brighton,21-306,1999,6,0,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.25,0.00,0.25,0.25,0.25,Matches
511,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-130,1996,16,13,"1,263",14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.3,1.9,0.05,0.09,0.14,0.05,0.14,Matches
512,Hakim Ziyech,ma MAR,"FW,MF",Chelsea,28-036,1993,18,13,971,10.8,1,3,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,1.3,1.3,3.2,4.5,0.12,0.30,0.42,0.12,0.42,Matches
513,Kurt Zouma,fr FRA,DF,Chelsea,26-179,1994,20,20,"1,800",20.0,5,0,5,0,0,2,0,0.25,0.00,0.25,0.25,0.25,1.7,1.7,0.0,1.8,0.09,0.00,0.09,0.09,0.09,Matches
514,Martin Ødegaard,no NOR,MF,Arsenal,22-128,1998,10,6,581,6.5,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.8,0.8,0.8,1.6,0.13,0.13,0.25,0.13,0.25,Matches
