League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,182,José Fonte,pt POR,DF,Southampton,30,1983,37,37,"3,330",37.0,0,1,0,0,0,5,0
EPL,2014-2015,183,Fraser Forster,eng ENG,GK,Southampton,26,1988,30,30,"2,623",29.1,0,0,0,0,0,1,0
EPL,2014-2015,184,Ben Foster,eng ENG,GK,West Brom,31,1983,28,28,"2,485",27.6,0,0,0,0,0,2,0
EPL,2014-2015,185,Zeki Fryers,eng ENG,DF,Crystal Palace,21,1992,1,0,4,0.0,0,0,0,0,0,0,0
EPL,2014-2015,186,Jay Fulton,sco SCO,MF,Swansea City,20,1994,2,1,115,1.3,0,0,0,0,0,0,0
EPL,2014-2015,187,Darnell Furlong,eng ENG,DF,QPR,18,1995,3,3,225,2.5,0,0,0,0,0,1,0
EPL,2014-2015,188,Brendan Galloway,eng ENG,DF,Everton,18,1996,2,2,173,1.9,0,0,0,0,0,1,0
EPL,2014-2015,189,Cristian Gamboa,cr CRC,"DF,MF",West Brom,24,1989,10,1,242,2.7,0,1,0,0,0,1,0
EPL,2014-2015,190,Dominic Gape,eng ENG,MF,Southampton,19,1994,1,0,2,0.0,0,0,0,0,0,0,0
EPL,2014-2015,191,Luke Garbutt,eng ENG,"DF,MF",Everton,21,1993,4,3,287,3.2,0,0,0,0,0,1,0
EPL,2014-2015,192,Craig Gardner,eng ENG,MF,West Brom,27,1986,35,30,"2,678",29.8,3,4,3,0,0,10,0
EPL,2014-2015,193,Florin Gardoș,ro ROU,"DF,MF",Southampton,25,1988,10,5,574,6.4,0,0,0,0,0,1,0
EPL,2014-2015,194,Dwight Gayle,eng ENG,FW,Crystal Palace,23,1990,25,11,"1,097",12.2,5,1,4,1,1,1,0
EPL,2014-2015,195,Paulo Gazzaniga,ar ARG,GK,Southampton,22,1992,2,2,180,2.0,0,0,0,0,0,0,0
EPL,2014-2015,196,David de Gea,es ESP,GK,Manchester Utd,23,1990,37,37,"3,313",36.8,0,0,0,0,0,0,0
EPL,2014-2015,197,Steven Gerrard,eng ENG,MF,Liverpool,34,1980,29,25,"2,236",24.8,9,1,5,4,5,7,1
EPL,2014-2015,198,Emanuele Giaccherini,it ITA,"FW,MF",Sunderland,29,1985,8,2,308,3.4,0,0,0,0,0,2,0
EPL,2014-2015,199,Kieran Gibbs,eng ENG,"DF,MF",Arsenal,24,1989,22,18,"1,659",18.4,0,3,0,0,0,3,0
EPL,2014-2015,200,Darron Gibson,ie IRL,MF,Everton,26,1987,9,3,416,4.6,0,0,0,0,0,0,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,201,Carles Gil,es ESP,"FW,MF",Aston Villa,21,1992,5,4,359,4.0,0,1,0,0,0,1,0
EPL,2014-2015,202,Olivier Giroud,fr FRA,FW,Arsenal,27,1986,27,21,"1,862",20.7,14,3,14,0,0,5,1
EPL,2014-2015,203,Shay Given,ie IRL,GK,Aston Villa,38,1976,3,3,270,3.0,0,0,0,0,0,1,0
EPL,2014-2015,204,Jordi Gómez,es ESP,MF,Sunderland,29,1985,29,22,"1,941",21.6,4,2,1,3,3,7,0
EPL,2014-2015,205,Bafétimbi Gomis,fr FRA,FW,Swansea City,28,1985,31,18,"1,648",18.3,7,0,7,0,0,0,0
EPL,2014-2015,206,Yoan Gouffran,fr FRA,"FW,MF",Newcastle Utd,28,1986,31,24,"1,965",21.8,2,1,2,0,0,3,0
EPL,2014-2015,207,Danny Graham,eng ENG,FW,Sunderland,28,1985,14,7,627,7.0,1,0,1,0,0,0,0
EPL,2014-2015,208,Jack Grealish,eng ENG,"FW,MF",Aston Villa,18,1995,17,7,821,9.1,0,1,0,0,0,0,0
EPL,2014-2015,209,Robert Green,eng ENG,GK,QPR,34,1980,36,36,"3,183",35.4,0,0,0,0,0,1,0
EPL,2014-2015,210,Reece Grego-Cox,ie IRL,"FW,MF",QPR,17,1996,4,1,144,1.6,0,0,0,0,0,0,0
EPL,2014-2015,211,Matt Grimes,eng ENG,MF,Swansea City,19,1995,3,0,44,0.5,0,0,0,0,0,0,0
EPL,2014-2015,212,Adlène Guedioura,dz ALG,MF,Crystal Palace,28,1985,7,0,127,1.4,0,0,0,0,0,1,0
EPL,2014-2015,213,Jonás Gutiérrez,ar ARG,MF,Newcastle Utd,31,1983,10,6,638,7.1,1,1,1,0,0,4,0
EPL,2014-2015,214,Brad Guzan,us USA,GK,Aston Villa,29,1984,34,34,"3,060",34.0,0,0,0,0,0,2,0
EPL,2014-2015,215,Massadio Haïdara,ml MLI,"DF,MF",Newcastle Utd,21,1992,15,12,"1,101",12.2,0,1,0,0,0,0,0
EPL,2014-2015,216,Ben Hamer,eng ENG,GK,Leicester City,26,1987,8,8,720,8.0,0,0,0,0,0,0,0
EPL,2014-2015,217,Dean Hammond,eng ENG,MF,Leicester City,31,1983,12,9,778,8.6,0,0,0,0,0,3,0
EPL,2014-2015,218,Brede Hangeland,no NOR,DF,Crystal Palace,33,1981,14,12,"1,173",13.0,2,1,2,0,0,2,0
EPL,2014-2015,219,Steve Harper,eng ENG,GK,Hull City,39,1975,10,10,852,9.5,0,0,0,0,0,0,0
EPL,2014-2015,220,Joe Hart,eng ENG,GK,Manchester City,27,1987,36,36,"3,240",36.0,0,0,0,0,0,1,0
EPL,2014-2015,221,Eden Hazard,be BEL,"FW,MF",Chelsea,23,1991,38,38,"3,367",37.4,14,9,11,3,4,2,0
EPL,2014-2015,222,Tom Heaton,eng ENG,GK,Burnley,28,1986,38,38,"3,420",38.0,0,0,0,0,0,1,0
EPL,2014-2015,223,Jordan Henderson,eng ENG,MF,Liverpool,24,1990,37,36,"3,256",36.2,6,9,5,1,1,6,0
EPL,2014-2015,224,Wayne Hennessey,wal WAL,GK,Crystal Palace,27,1987,3,2,216,2.4,0,0,0,0,0,0,0
EPL,2014-2015,225,Karl Henry,eng ENG,"DF,MF",QPR,31,1982,33,27,"2,504",27.8,0,0,0,0,0,8,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,226,Rushian Hepburn-Murphy,eng ENG,FW,Aston Villa,15,1998,1,0,8,0.1,0,0,0,0,0,0,0
EPL,2014-2015,227,Abel Hernández,uy URU,FW,Hull City,23,1990,25,15,"1,313",14.6,4,1,3,1,1,2,0
EPL,2014-2015,228,Javier Hernández,mx MEX,FW,Manchester Utd,26,1988,1,1,45,0.5,0,0,0,0,0,0,0
EPL,2014-2015,229,Ander Herrera,es ESP,MF,Manchester Utd,24,1989,26,19,"1,870",20.8,6,4,6,0,0,6,0
EPL,2014-2015,230,Jake Hesketh,eng ENG,"FW,MF",Southampton,18,1996,2,1,52,0.6,0,0,0,0,0,1,0
EPL,2014-2015,231,Tony Hibbert,eng ENG,DF,Everton,33,1981,4,4,329,3.7,0,0,0,0,0,0,0
EPL,2014-2015,232,Clint Hill,eng ENG,DF,QPR,35,1978,19,15,"1,406",15.6,1,0,1,0,0,4,0
EPL,2014-2015,233,Junior Hoilett,ca CAN,"FW,MF",QPR,24,1990,22,9,886,9.8,0,0,0,0,0,2,0
EPL,2014-2015,234,Lewis Holtby,de GER,MF,Tottenham,23,1990,1,0,30,0.3,0,0,0,0,0,0,0
EPL,2014-2015,235,Tim Howard,us USA,GK,Everton,35,1979,32,32,"2,835",31.5,0,0,0,0,0,3,0
EPL,2014-2015,236,Tom Huddlestone,eng ENG,MF,Hull City,27,1986,31,30,"2,541",28.2,0,2,0,0,0,7,2
EPL,2014-2015,237,Robert Huth,de GER,DF,Leicester City,29,1984,14,14,"1,178",13.1,1,0,1,0,0,2,0
EPL,2014-2015,238,Robert Huth,de GER,DF,Stoke City,29,1984,1,0,4,0.0,0,0,0,0,0,0,0
EPL,2014-2015,239,Alan Hutton,sco SCO,DF,Aston Villa,29,1984,30,27,"2,420",26.9,1,0,1,0,0,8,0
EPL,2014-2015,240,Jordon Ibe,eng ENG,"FW,MF",Liverpool,18,1995,12,7,617,6.9,0,0,0,0,0,0,0
EPL,2014-2015,241,Brown Ideye,ng NGA,FW,West Brom,25,1988,24,13,"1,301",14.5,4,2,4,0,0,2,0
EPL,2014-2015,242,Tom Ince,eng ENG,"FW,MF",Hull City,22,1992,7,3,301,3.3,0,0,0,0,0,0,0
EPL,2014-2015,243,Danny Ings,eng ENG,FW,Burnley,22,1992,35,35,"3,024",33.6,11,4,10,1,1,6,0
EPL,2014-2015,244,Stephen Ireland,ie IRL,MF,Stoke City,27,1986,17,11,933,10.4,0,3,0,0,0,3,0
EPL,2014-2015,245,Lloyd Isgrove,wal WAL,MF,Southampton,21,1993,1,0,9,0.1,0,0,0,0,0,0,0
EPL,2014-2015,246,Mauricio Isla,cl CHI,"DF,MF",QPR,26,1988,26,24,"2,130",23.7,0,2,0,0,0,4,0
EPL,2014-2015,247,Branislav Ivanović,rs SRB,DF,Chelsea,30,1984,38,38,"3,420",38.0,4,5,4,0,0,11,1
EPL,2014-2015,248,Jussi Jääskeläinen,fi FIN,GK,West Ham,39,1975,1,0,28,0.3,0,0,,,,0,0
EPL,2014-2015,249,Phil Jagielka,eng ENG,"DF,MF",Everton,31,1982,37,37,"3,285",36.5,4,0,4,0,0,1,0
EPL,2014-2015,250,Eldin Jakupović,ch SUI,GK,Hull City,29,1984,3,2,228,2.5,0,0,0,0,0,0,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,251,Matty James,eng ENG,MF,Leicester City,23,1991,27,20,"1,895",21.1,0,1,0,0,0,2,1
EPL,2014-2015,252,Daryl Janmaat,nl NED,DF,Newcastle Utd,25,1989,37,37,"3,251",36.1,1,6,1,0,0,8,1
EPL,2014-2015,253,Adnan Januzaj,be BEL,"FW,MF",Manchester Utd,19,1995,18,7,856,9.5,0,0,0,0,0,0,0
EPL,2014-2015,254,Matt Jarvis,eng ENG,MF,West Ham,28,1986,11,4,416,4.6,0,0,0,0,0,0,0
EPL,2014-2015,255,Mile Jedinak,au AUS,MF,Crystal Palace,29,1984,24,24,"2,078",23.1,5,3,2,3,3,4,1
EPL,2014-2015,256,Nikica Jelavić,hr CRO,FW,Hull City,28,1985,26,21,"1,805",20.1,8,1,8,0,0,3,0
EPL,2014-2015,257,Carl Jenkinson,eng ENG,DF,West Ham,22,1992,32,29,"2,669",29.7,0,2,0,0,0,2,0
EPL,2014-2015,258,Adam Johnson,eng ENG,MF,Sunderland,27,1987,32,23,"2,079",23.1,4,1,3,1,1,2,0
EPL,2014-2015,259,Glen Johnson,eng ENG,DF,Liverpool,29,1984,19,15,"1,332",14.8,1,0,1,0,0,2,0
EPL,2014-2015,260,Billy Jones,eng ENG,DF,Sunderland,27,1987,14,14,"1,254",13.9,0,0,0,0,0,7,0
EPL,2014-2015,261,Brad Jones,au AUS,GK,Liverpool,32,1982,3,3,195,2.2,0,0,0,0,0,0,0
EPL,2014-2015,262,David Jones,eng ENG,MF,Burnley,29,1984,36,36,"3,201",35.6,0,0,0,0,0,0,0
EPL,2014-2015,263,Phil Jones,eng ENG,"DF,MF",Manchester Utd,22,1992,22,22,"1,876",20.8,0,0,0,0,0,3,0
EPL,2014-2015,264,Siem de Jong,nl NED,"FW,MF",Newcastle Utd,25,1989,4,1,149,1.7,1,0,1,0,0,0,0
EPL,2014-2015,265,Stevan Jovetić,me MNE,"FW,MF",Manchester City,24,1989,17,9,784,8.7,5,3,5,0,0,0,0
EPL,2014-2015,266,Lukas Jutkiewicz,eng ENG,FW,Burnley,25,1989,25,10,981,10.9,0,2,0,0,0,1,0
EPL,2014-2015,267,Younès Kaboul,fr FRA,DF,Tottenham,28,1986,11,11,990,11.0,0,0,0,0,0,2,0
EPL,2014-2015,268,Harry Kane,eng ENG,FW,Tottenham,21,1993,34,28,"2,581",28.7,21,4,19,2,3,4,0
EPL,2014-2015,269,Michael Keane,eng ENG,DF,Burnley,21,1993,21,17,"1,598",17.8,0,1,0,0,0,1,0
EPL,2014-2015,270,Michael Keane,eng ENG,DF,Manchester Utd,21,1993,1,0,47,0.5,0,0,0,0,0,0,0
EPL,2014-2015,271,Martin Kelly,eng ENG,"DF,MF",Crystal Palace,24,1990,31,27,"2,498",27.8,0,1,0,0,0,2,0
EPL,2014-2015,272,Michael Kightly,eng ENG,"FW,MF",Burnley,28,1986,17,10,948,10.5,1,2,1,0,0,3,0
EPL,2014-2015,273,Andy King,wal WAL,MF,Leicester City,25,1988,24,16,"1,376",15.3,2,0,2,0,0,1,0
EPL,2014-2015,274,Anthony Knockaert,fr FRA,"FW,MF",Leicester City,22,1991,9,3,335,3.7,0,0,0,0,0,0,0
EPL,2014-2015,275,Aleksandar Kolarov,rs SRB,DF,Manchester City,28,1985,21,16,"1,489",16.5,2,3,2,0,0,4,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,276,Vincent Kompany,be BEL,DF,Manchester City,28,1986,25,23,"2,034",22.6,0,0,0,0,0,7,0
EPL,2014-2015,277,Paul Konchesky,eng ENG,"DF,FW",Leicester City,33,1981,26,26,"2,246",25.0,1,1,1,0,0,4,2
EPL,2014-2015,278,Arouna Koné,ci CIV,FW,Everton,30,1983,12,7,601,6.7,1,1,1,0,0,2,0
EPL,2014-2015,279,Laurent Koscielny,fr FRA,DF,Arsenal,28,1985,27,26,"2,287",25.4,3,0,3,0,0,4,0
EPL,2014-2015,280,Cheikhou Kouyaté,sn SEN,"DF,MF",West Ham,24,1989,31,30,"2,657",29.5,4,2,4,0,0,5,0
EPL,2014-2015,281,Cole Kpekawa,eng ENG,DF,QPR,18,1996,1,0,6,0.1,0,0,0,0,0,0,0
EPL,2014-2015,282,Andrej Kramarić,hr CRO,"FW,MF",Leicester City,23,1991,13,6,577,6.4,2,2,2,0,0,0,0
EPL,2014-2015,283,Niko Kranjčar,hr CRO,MF,QPR,29,1984,22,11,"1,119",12.4,2,1,2,0,0,2,0
EPL,2014-2015,284,Bojan Krkić,es ESP,"FW,MF",Stoke City,23,1990,16,14,"1,203",13.4,4,1,3,1,1,2,0
EPL,2014-2015,285,Tim Krul,nl NED,GK,Newcastle Utd,26,1988,30,30,"2,700",30.0,0,0,0,0,0,1,0
EPL,2014-2015,286,Daniel Lafferty,nir NIR,DF,Burnley,25,1989,1,0,17,0.2,0,0,0,0,0,0,0
EPL,2014-2015,287,Adam Lallana,eng ENG,"FW,MF",Liverpool,26,1988,27,23,"1,779",19.8,5,3,5,0,0,4,0
EPL,2014-2015,288,Rickie Lambert,eng ENG,FW,Liverpool,32,1982,25,7,839,9.3,2,2,2,0,0,2,0
EPL,2014-2015,289,Érik Lamela,ar ARG,"FW,MF",Tottenham,22,1992,33,25,"2,299",25.5,2,7,2,0,0,6,0
EPL,2014-2015,290,Frank Lampard,eng ENG,MF,Manchester City,36,1978,32,10,"1,002",11.1,6,1,6,0,0,1,0
EPL,2014-2015,291,Seb Larsson,se SWE,MF,Sunderland,29,1985,36,36,"3,051",33.9,3,3,3,0,0,10,0
EPL,2014-2015,292,Tom Lawrence,wal WAL,"FW,MF",Leicester City,20,1994,3,0,54,0.6,0,0,0,0,0,0,0
EPL,2014-2015,293,Joe Ledley,wal WAL,MF,Crystal Palace,27,1987,32,30,"2,571",28.6,2,0,2,0,0,0,0
EPL,2014-2015,294,Elliot Lee,eng ENG,"FW,MF",West Ham,19,1994,1,0,14,0.2,0,0,0,0,0,0,0
EPL,2014-2015,295,Lucas Leiva,br BRA,MF,Liverpool,27,1987,20,16,"1,313",14.6,0,0,0,0,0,4,0
EPL,2014-2015,296,Aaron Lennon,eng ENG,"FW,MF",Everton,27,1987,14,12,"1,068",11.9,2,0,2,0,0,2,0
EPL,2014-2015,297,Aaron Lennon,eng ENG,"FW,MF",Tottenham,27,1987,9,3,279,3.1,0,2,0,0,0,1,0
EPL,2014-2015,298,Joleon Lescott,eng ENG,DF,West Brom,31,1982,34,34,"3,060",34.0,1,2,1,0,0,3,0
EPL,2014-2015,299,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,21,1992,1,1,23,0.3,0,0,0,0,0,0,0
EPL,2014-2015,300,Jake Livermore,eng ENG,MF,Hull City,24,1989,35,35,"3,028",33.6,1,1,1,0,0,10,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,301,Hugo Lloris,fr FRA,GK,Tottenham,27,1986,35,35,"3,063",34.0,0,0,0,0,0,0,0
EPL,2014-2015,302,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,18,1996,3,2,132,1.5,0,0,0,0,0,0,0
EPL,2014-2015,303,Kevin Long,ie IRL,DF,Burnley,23,1990,1,0,20,0.2,0,0,0,0,0,0,0
EPL,2014-2015,304,Shane Long,ie IRL,FW,Southampton,27,1987,32,16,"1,545",17.2,5,5,5,0,0,2,0
EPL,2014-2015,305,Dejan Lovren,hr CRO,DF,Liverpool,25,1989,26,22,"2,037",22.6,0,0,0,0,0,4,0
EPL,2014-2015,306,Matthew Lowton,eng ENG,DF,Aston Villa,25,1989,12,8,756,8.4,0,0,0,0,0,2,0
EPL,2014-2015,307,Filipe Luís,br BRA,DF,Chelsea,28,1985,15,9,942,10.5,0,0,0,0,0,1,0
EPL,2014-2015,308,Romelu Lukaku,be BEL,FW,Everton,21,1993,36,32,"2,870",31.9,10,5,8,2,2,1,0
EPL,2014-2015,309,Harry Maguire,eng ENG,DF,Hull City,21,1993,3,0,94,1.0,0,0,0,0,0,1,0
EPL,2014-2015,310,Riyad Mahrez,dz ALG,"FW,MF",Leicester City,23,1991,30,25,"2,079",23.1,4,3,4,0,0,0,0
EPL,2014-2015,311,Ainsley Maitland-Niles,eng ENG,"DF,FW",Arsenal,16,1997,1,0,1,0.0,0,0,0,0,0,0,0
EPL,2014-2015,312,Mikael Mandron,fr FRA,FW,Sunderland,19,1994,1,0,5,0.1,0,0,0,0,0,0,0
EPL,2014-2015,313,Sadio Mané,sn SEN,"FW,MF",Southampton,22,1992,30,24,"2,132",23.7,10,3,10,0,0,5,0
EPL,2014-2015,314,Eliaquim Mangala,fr FRA,DF,Manchester City,23,1991,25,24,"2,189",24.3,0,2,0,0,0,4,1
EPL,2014-2015,315,Vito Mannone,it ITA,GK,Sunderland,26,1988,10,10,900,10.0,0,0,0,0,0,0,0
EPL,2014-2015,316,Javier Manquillo,es ESP,DF,Liverpool,20,1994,10,10,759,8.4,0,0,0,0,0,3,0
EPL,2014-2015,317,Adrian Mariappa,jm JAM,DF,Crystal Palace,27,1986,12,8,843,9.4,0,0,0,0,0,3,0
EPL,2014-2015,318,Lazar Marković,rs SRB,"FW,MF",Liverpool,20,1994,19,11,934,10.4,2,1,2,0,0,0,0
EPL,2014-2015,319,Dean Marney,eng ENG,MF,Burnley,30,1984,20,20,"1,685",18.7,0,1,0,0,0,6,0
EPL,2014-2015,320,Emiliano Martínez,ar ARG,GK,Arsenal,21,1992,4,3,302,3.4,0,0,0,0,0,0,0
EPL,2014-2015,321,Ryan Mason,eng ENG,MF,Tottenham,23,1991,31,29,"2,312",25.7,1,4,1,0,0,10,0
EPL,2014-2015,322,Juan Mata,es ESP,"FW,MF",Manchester Utd,26,1988,33,27,"2,303",25.6,9,4,8,1,1,2,0
EPL,2014-2015,323,Nemanja Matić,rs SRB,MF,Chelsea,25,1988,36,35,"3,123",34.7,1,3,1,0,0,10,1
EPL,2014-2015,324,Emmanuel Mayuka,zm ZAM,FW,Southampton,23,1990,5,0,54,0.6,0,0,0,0,0,0,0
EPL,2014-2015,325,James McArthur,sco SCO,MF,Crystal Palace,26,1987,32,29,"2,601",28.9,2,0,2,0,1,6,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,326,Gareth McAuley,nir NIR,DF,West Brom,34,1979,24,24,"2,072",23.0,1,0,1,0,0,2,1
EPL,2014-2015,327,Alex McCarthy,eng ENG,GK,QPR,24,1989,3,2,237,2.6,0,0,0,0,0,0,0
EPL,2014-2015,328,James McCarthy,ie IRL,MF,Everton,23,1990,28,27,"2,400",26.7,2,1,2,0,0,7,0
EPL,2014-2015,329,Jason McCarthy,eng ENG,DF,Southampton,18,1995,1,0,4,0.0,0,0,0,0,0,0,0
EPL,2014-2015,330,Aiden McGeady,ie IRL,"FW,MF",Everton,28,1986,16,10,884,9.8,1,2,1,0,0,1,0
EPL,2014-2015,331,Allan McGregor,sco SCO,GK,Hull City,32,1982,26,26,"2,340",26.0,0,0,0,0,0,0,0
EPL,2014-2015,332,Callum McManaman,eng ENG,"FW,MF",West Brom,23,1991,8,5,345,3.8,0,1,0,0,0,1,0
EPL,2014-2015,333,Paddy McNair,nir NIR,"DF,MF",Manchester Utd,19,1995,16,12,"1,027",11.4,0,0,0,0,0,2,0
EPL,2014-2015,334,Paul McShane,ie IRL,DF,Hull City,28,1986,20,19,"1,694",18.8,1,0,1,0,0,2,0
EPL,2014-2015,335,Ben Mee,eng ENG,DF,Burnley,24,1989,33,32,"2,887",32.1,2,1,2,0,0,10,0
EPL,2014-2015,336,Per Mertesacker,de GER,DF,Arsenal,29,1984,35,35,"3,150",35.0,0,1,0,0,0,2,0
EPL,2014-2015,337,David Meyler,ie IRL,MF,Hull City,25,1989,28,19,"1,730",19.2,1,1,1,0,0,7,1
EPL,2014-2015,338,Simon Mignolet,be BEL,GK,Liverpool,26,1988,36,35,"3,225",35.8,0,0,0,0,0,0,0
EPL,2014-2015,339,James Milner,eng ENG,"DF,MF",Manchester City,28,1986,32,18,"1,749",19.4,5,7,5,0,0,6,0
EPL,2014-2015,340,Kevin Mirallas,be BEL,"FW,MF",Everton,26,1987,29,18,"1,420",15.8,7,1,7,0,1,3,0
EPL,2014-2015,341,Nacho Monreal,es ESP,DF,Arsenal,28,1986,28,26,"2,311",25.7,0,1,0,0,0,3,0
EPL,2014-2015,342,Jefferson Montero,ec ECU,"FW,MF",Swansea City,24,1989,30,15,"1,577",17.5,1,7,1,0,0,0,0
EPL,2014-2015,343,Liam Moore,jm JAM,DF,Leicester City,21,1993,11,10,937,10.4,0,0,0,0,0,4,0
EPL,2014-2015,344,Alberto Moreno,es ESP,"DF,MF",Liverpool,22,1992,28,26,"2,254",25.0,2,0,2,0,0,6,0
EPL,2014-2015,345,Wes Morgan,jm JAM,DF,Leicester City,30,1984,37,37,"3,286",36.5,2,2,2,0,0,1,1
EPL,2014-2015,346,James Morrison,sco SCO,"FW,MF",West Brom,28,1986,33,29,"2,552",28.4,2,1,2,0,0,3,0
EPL,2014-2015,347,Ravel Morrison,jm JAM,MF,West Ham,21,1993,1,0,34,0.4,0,0,0,0,0,0,0
EPL,2014-2015,348,Victor Moses,ng NGA,"DF,FW",Stoke City,23,1990,19,19,"1,444",16.0,3,3,2,1,1,3,0
EPL,2014-2015,349,Youssouf Mulumbu,cd COD,MF,West Brom,27,1987,17,10,899,10.0,0,0,0,0,0,1,1
EPL,2014-2015,350,Marc Muniesa,es ESP,"DF,MF",Stoke City,22,1992,19,14,"1,389",15.4,0,0,0,0,0,3,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,351,Glenn Murray,eng ENG,FW,Crystal Palace,30,1983,17,9,869,9.7,7,3,6,1,2,4,1
EPL,2014-2015,352,Jordon Mutch,eng ENG,MF,Crystal Palace,22,1991,7,4,333,3.7,0,0,0,0,0,2,0
EPL,2014-2015,353,Jordon Mutch,eng ENG,MF,QPR,22,1991,9,6,520,5.8,0,1,0,0,0,3,0
EPL,2014-2015,354,Boaz Myhill,wal WAL,GK,West Brom,31,1982,11,10,935,10.4,0,0,0,0,0,1,0
EPL,2014-2015,355,Dame N'Doye,sn SEN,FW,Hull City,29,1985,15,13,"1,195",13.3,5,1,5,0,0,3,0
EPL,2014-2015,356,Charles N'Zogbia,fr FRA,"DF,FW",Aston Villa,28,1986,27,19,"1,421",15.8,0,2,0,0,0,3,0
EPL,2014-2015,357,Steven Naismith,sco SCO,"FW,MF",Everton,27,1986,31,22,"2,057",22.9,7,0,7,0,0,8,0
EPL,2014-2015,358,Nani,pt POR,"FW,MF",Manchester Utd,27,1986,1,0,45,0.5,0,0,0,0,0,0,0
EPL,2014-2015,359,Samir Nasri,fr FRA,"FW,MF",Manchester City,27,1987,24,18,"1,569",17.4,2,5,2,0,0,5,0
EPL,2014-2015,360,Kyle Naughton,eng ENG,DF,Tottenham,25,1988,5,5,325,3.6,0,0,0,0,0,0,2
EPL,2014-2015,361,Kyle Naughton,eng ENG,DF,Swansea City,25,1988,10,10,856,9.5,0,1,0,0,0,1,0
EPL,2014-2015,362,Jesús Navas,es ESP,"DF,MF",Manchester City,28,1985,35,23,"2,254",25.0,0,8,0,0,0,3,0
EPL,2014-2015,363,Nenê,br BRA,"FW,MF",West Ham,33,1981,8,0,135,1.5,0,0,0,0,0,0,0
EPL,2014-2015,364,Mark Noble,eng ENG,MF,West Ham,27,1987,28,27,"2,301",25.6,2,3,1,1,2,4,0
EPL,2014-2015,365,Kevin Nolan,eng ENG,MF,West Ham,32,1982,29,19,"1,749",19.4,1,1,1,0,0,2,0
